year,price,km_traveled,tax,engineSize,km_per_liters,model,transmission,fuel_type
2004,8450,4079.6769,20,1.0,31.588199200000002,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2017,9830,53803.45488,145,2.5,29.292421600000004,Camaro,Manual,Petrol
2004,9300,67722.63654,125,1.6,20.3643976,Tahoe,Other,Hybrid
1999,12395,22669.16324,30,2.5,24.530808800000003,Tracker,Other,Diesel
2015,5990,20132.8434,145,1.5,40.0060504,Spark EV,Manual,Petrol
2010,9395,75610.01188,145,2.4,24.020636,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
2005,11595,48708.28444,0,1.8,24.530808800000003,Silverado 2500 HD Regular Cab,Automatic,Other
2019,6690,2488.03964,145,1.8,24.658352,Suburban,Other,Petrol
2012,9293,13396.14616,30,1.0,29.334936000000003,Corvette,Semi-Auto,Hybrid
2000,11341,35362.02782,145,1.5,31.588199200000002,2500 Crew Cab,Other,Hybrid
1995,8750,47436.90584,145,1.0,29.292421600000004,Suburban 2500,Automatic,Petrol
2004,9985,50966.18846,30,1.6,27.8894464,Silverado 1500 Extended Cab,Manual,Petrol
1993,19995,5233.57368,140,1.5,16.0279288,APV Cargo,Semi-Auto,Diesel
2017,10295,54564.6727,150,1.0,33.373804,Corvette,Semi-Auto,Hybrid
2011,27999,53356.05836,135,1.0,24.530808800000003,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2010,8995,19540.60628,0,1.5,30.780425600000004,Express 2500 Passenger,Automatic,Other
2005,11995,4313.0312,150,1.2,29.334936000000003,Colorado Regular Cab,Other,Other
1998,9599,27434.41898,20,1.5,16.240500800000003,G-Series 3500,Semi-Auto,Hybrid
2003,18995,53735.8626,200,1.5,33.373804,Express 1500 Cargo,Semi-Auto,Other
1999,16688,6492.07756,0,1.0,24.020636,S10 Regular Cab,Manual,Other
1996,10995,27022.42794,135,1.0,25.040981600000002,Express 3500 Passenger,Other,Diesel
1995,13494,21372.0352,145,1.8,25.040981600000002,Lumina Passenger,Other,Petrol
2008,8265,48722.7685,145,1.0,32.481001600000006,Cobalt,Automatic,Hybrid
2014,9000,11384.47116,0,1.5,23.382920000000002,Express 1500 Passenger,Manual,Diesel
2012,7950,14598.32314,0,1.2,23.552977600000002,Captiva Sport,Manual,Other
2013,9491,45787.33234,0,2.5,36.562384,Equinox,Manual,Diesel
2010,7499,30860.70384,30,2.5,33.373804,Malibu,Other,Other
2015,8995,4169.79994,0,1.0,33.373804,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2019,5975,62564.70184,0,1.5,20.3643976,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2009,9895,9857.2075,0,1.8,24.020636,HHR,Automatic,Petrol
1996,10795,16061.2132,0,1.5,33.373804,Lumina Cargo,Semi-Auto,Petrol
2010,9990,20918.20132,145,2.5,20.3643976,Silverado 2500 HD Regular Cab,Automatic,Other
1998,17787,35971.96768,0,1.8,29.334936000000003,3500 Regular Cab,Semi-Auto,Other
2011,13795,26470.42432,145,2.0,22.2350312,Silverado 3500 HD Extended Cab,Automatic,Other
2002,26791,24140.1,150,1.0,29.292421600000004,Silverado 2500 HD Regular Cab,Automatic,Other
2000,22990,14165.410679999999,0,1.8,36.3923264,Lumina,Automatic,Petrol
2000,12096,23634.76724,145,1.0,20.3643976,Silverado 1500 Extended Cab,Manual,Petrol
1994,1995,62806.10284,145,1.5,36.562384,Astro Passenger,Manual,Other
2016,16985,47531.8569,0,1.0,29.334936000000003,Trax,Semi-Auto,Diesel
1996,6495,22934.70434,0,1.5,31.588199200000002,G-Series G30,Automatic,Hybrid
2012,13999,79459.55316,0,1.8,23.382920000000002,Silverado 2500 HD Crew Cab,Manual,Diesel
1997,7998,40.2335,30,1.0,28.6121912,1500 Regular Cab,Manual,Other
2005,6690,40437.88618,150,1.5,31.588199200000002,Silverado 2500 HD Regular Cab,Automatic,Other
2020,11990,64252.8995,150,2.5,32.4384872,Silverado 2500 HD Crew Cab,Manual,Diesel
1995,5499,5455.6626,0,1.8,31.588199200000002,1500 Regular Cab,Manual,Other
2009,9130,17702.74,145,1.0,31.588199200000002,Colorado Extended Cab,Manual,Other
1993,23691,41398.66216,0,1.2,24.658352,G-Series G10,Other,Other
2003,12800,9065.41222,145,1.8,28.6121912,Suburban 2500,Automatic,Petrol
1997,18499,48244.79452,135,1.0,24.530808800000003,Tahoe,Other,Hybrid
2006,8250,74491.52058,125,1.5,24.020636,Express 2500 Cargo,Automatic,Petrol
2006,7998,37048.61614,145,1.3,20.3643976,Equinox,Manual,Diesel
2003,29570,43629.2074,0,2.5,29.334936000000003,SSR,Other,Petrol
2014,6150,20116.75,30,2.0,32.481001600000006,Captiva Sport,Manual,Other
2012,15369,11265.38,135,1.8,25.5511544,Corvette,Semi-Auto,Hybrid
2006,23995,40883.67336,0,1.8,36.3923264,Colorado Extended Cab,Manual,Other
2012,8999,71256.74718,0,1.3,24.530808800000003,Express 2500 Cargo,Automatic,Petrol
1995,17960,60916.73768,0,1.0,30.780425600000004,Lumina Cargo,Semi-Auto,Petrol
2003,7290,16239.84994,30,1.3,25.040981600000002,Express 1500 Passenger,Manual,Diesel
2008,6690,17199.01658,150,1.0,32.4384872,Express 1500 Cargo,Semi-Auto,Other
2016,6999,86904.36,0,1.5,18.493764000000002,Colorado Crew Cab,Semi-Auto,Hybrid
2008,6790,15245.27782,0,1.0,31.588199200000002,Tahoe,Other,Hybrid
2004,21498,26460.76828,145,1.0,25.040981600000002,Express 2500 Cargo,Automatic,Petrol
2016,5998,8046.7,30,1.5,24.020636,Equinox,Manual,Diesel
2018,22750,96924.11084,145,1.8,16.4530728,Suburban,Other,Petrol
1994,8998,1971.4415,145,1.8,18.493764000000002,Lumina Cargo,Semi-Auto,Petrol
2005,4195,27664.5546,30,1.0,33.373804,Tahoe,Other,Hybrid
2015,13490,30126.8448,135,1.0,24.658352,Silverado 1500 Crew Cab,Other,Hybrid
2014,8799,49667.45108,145,1.0,24.530808800000003,Traverse,Other,Petrol
2001,25499,10367.36828,135,1.0,29.292421600000004,Silverado 2500 Regular Cab,Automatic,Petrol
2006,8698,57345.61222,150,1.5,36.3923264,Impala,Manual,Diesel
1996,10485,32032.303359999998,145,1.5,24.020636,1500 Extended Cab,Manual,Other
2007,7995,11876.9292,0,1.5,18.493764000000002,Silverado (Classic) 1500 Crew Cab,Other,Other
1997,10495,46279.79038,0,1.5,25.040981600000002,Suburban 1500,Semi-Auto,Hybrid
1995,10500,13392.92748,30,2.0,20.3643976,G-Series G20,Manual,Other
2020,27440,22530.76,30,1.0,27.8894464,Colorado Crew Cab,Semi-Auto,Hybrid
2019,15891,22382.70072,145,1.5,24.020636,Cruze,Automatic,Hybrid
2007,13200,13586.048279999999,150,1.5,29.292421600000004,Silverado 3500 HD Regular Cab,Other,Diesel
2005,10495,25269.85668,0,1.8,24.020636,Colorado Extended Cab,Manual,Other
2015,13690,14094.59972,145,1.0,29.292421600000004,Tahoe,Other,Hybrid
2012,6998,90090.8532,150,1.0,25.040981600000002,Silverado 2500 HD Extended Cab,Other,Diesel
2016,7995,3526.06394,145,1.8,25.5511544,Malibu Limited,Manual,Petrol
2007,6998,23153.57458,0,1.8,24.530808800000003,Silverado (Classic) 1500 Extended Cab,Manual,Other
2001,10999,24260.8005,145,1.5,24.020636,Impala,Manual,Diesel
1998,10590,92730.17079999999,30,1.8,20.3643976,Cavalier,Other,Hybrid
2015,5498,10500.9435,0,1.0,23.382920000000002,Malibu,Other,Other
2016,13950,134676.00856,135,1.6,31.588199200000002,Express 3500 Passenger,Other,Diesel
1993,27990,46659.594619999996,135,1.8,33.161232,Sportvan G10,Semi-Auto,Other
2019,8995,102582.55028,30,1.8,25.040981600000002,Silverado 1500 LD Double Cab,Automatic,Diesel
2010,14033,39448.14208,0,1.0,36.3923264,Traverse,Other,Petrol
2003,8499,44635.0449,0,1.3,25.040981600000002,Suburban 2500,Automatic,Petrol
2004,14995,97810.85718,0,1.0,24.658352,Impala,Manual,Diesel
2013,13485,23494.75466,150,1.8,24.020636,Tahoe,Other,Hybrid
2003,9485,5972.26074,260,1.0,29.334936000000003,Silverado 3500 Extended Cab,Automatic,Petrol
2015,7999,14575.79238,30,1.5,25.5511544,Silverado 3500 HD Regular Cab,Other,Diesel
2005,14998,14556.4803,30,1.5,24.658352,Tahoe,Other,Hybrid
1995,10995,58665.27102,0,1.0,23.552977600000002,Sportvan G20,Semi-Auto,Hybrid
1997,11984,39564.01456,150,1.5,25.040981600000002,Venture Passenger,Manual,Hybrid
1993,8550,9656.039999999999,145,1.5,29.292421600000004,1500 Regular Cab,Manual,Other
1997,8491,20041.11102,0,1.6,31.588199200000002,Tahoe,Other,Hybrid
2006,14461,82881.01,145,1.3,18.1961632,Tahoe,Other,Hybrid
2013,9000,100572.48462,145,1.0,30.0151664,Malibu,Other,Other
1998,9260,22524.32264,150,1.5,25.040981600000002,S10 Extended Cab,Automatic,Diesel
2007,21499,27040.13068,150,1.5,23.382920000000002,Monte Carlo,Semi-Auto,Hybrid
2017,15998,26164.64972,135,1.0,29.334936000000003,Bolt EV,Manual,Hybrid
2011,5995,19614.63592,140,1.0,31.588199200000002,Express 3500 Cargo,Manual,Other
2005,2470,3656.4204799999998,145,1.0,15.390212800000002,Uplander Passenger,Manual,Other
2005,3490,5412.21042,0,1.5,31.588199200000002,Venture Cargo,Automatic,Hybrid
2007,11000,58114.87674,135,1.0,30.780425600000004,Silverado (Classic) 1500 HD Crew Cab,Manual,Diesel
1997,6342,103802.43,145,1.0,20.0242824,3500 Extended Cab,Manual,Other
1998,13102,40962.53102,135,1.5,25.5511544,1500 Extended Cab,Manual,Other
2013,4995,4828.0199999999995,200,1.3,25.040981600000002,Silverado 1500 Crew Cab,Other,Hybrid
2018,21998,29663.35488,205,1.0,29.292421600000004,Silverado 3500 HD Regular Cab,Other,Diesel
2003,16890,18228.99418,145,1.8,29.334936000000003,Silverado 3500 Extended Cab,Automatic,Petrol
2005,9298,31306.49102,135,1.5,16.665644800000003,Silverado 1500 Crew Cab,Other,Hybrid
2001,9700,16513.43774,125,1.5,25.5511544,Silverado 2500 HD Regular Cab,Automatic,Other
2005,12998,16421.70536,150,1.5,24.4882944,TrailBlazer,Other,Petrol
2014,2795,160.934,265,2.0,18.493764000000002,Express 3500 Passenger,Other,Diesel
2018,22595,13719.6235,150,1.2,29.292421600000004,Colorado Extended Cab,Manual,Other
2011,10550,54590.42214,145,1.8,29.334936000000003,Avalanche,Other,Hybrid
2018,8764,79459.55316,145,2.5,33.373804,Silverado 2500 HD Double Cab,Other,Petrol
2005,9990,45270.7342,30,1.5,20.3643976,Express 2500 Cargo,Automatic,Petrol
2016,9740,2002.0189599999999,140,1.0,29.292421600000004,Spark,Manual,Petrol
1998,16990,988.13476,135,1.5,99.90884000000001,1500 Extended Cab,Manual,Other
2019,22498,49360.06714,145,1.5,16.665644800000003,Express 2500 Cargo,Automatic,Petrol
2005,12495,5627.86198,145,2.5,24.020636,Avalanche 2500,Semi-Auto,Petrol
2020,10490,58779.53416,145,1.8,20.0242824,Equinox,Manual,Diesel
2010,8980,6939.47408,0,1.5,17.9410768,Colorado Regular Cab,Other,Other
2016,7998,57146.05406,145,1.5,23.552977600000002,Sonic,Manual,Hybrid
2004,22995,58258.108,30,1.5,23.552977600000002,Tahoe,Other,Hybrid
2004,13698,12350.07516,0,1.5,24.658352,Silverado 2500 HD Regular Cab,Automatic,Other
2004,12695,26631.35832,0,1.5,21.8524016,Silverado 2500 HD Crew Cab,Manual,Diesel
1992,10791,15827.8589,145,1.0,29.334936000000003,3500 Crew Cab,Semi-Auto,Petrol
2019,9995,53088.90792,135,1.8,32.4384872,Silverado 2500 HD Regular Cab,Automatic,Other
2015,11400,40788.7223,145,1.0,29.292421600000004,Silverado 1500 Double Cab,Automatic,Petrol
2007,20349,6839.695,0,1.2,29.334936000000003,Silverado (Classic) 3500 Crew Cab,Manual,Hybrid
1999,21494,43934.981999999996,30,1.4,26.6990432,Astro Cargo,Semi-Auto,Hybrid
2006,8900,44865.18052,145,1.3,30.780425600000004,Silverado 1500 Extended Cab,Manual,Petrol
1996,8500,53224.09248,0,1.8,20.3643976,Suburban 1500,Semi-Auto,Hybrid
2008,6895,22960.45378,0,1.8,29.334936000000003,Impala,Manual,Diesel
2002,19500,16885.19528,135,1.5,29.292421600000004,Corvette,Semi-Auto,Hybrid
2004,7000,57915.31858,140,1.0,36.3923264,Corvette,Semi-Auto,Hybrid
2011,14999,11991.19234,135,1.0,20.0242824,Malibu,Other,Other
2011,13499,2219.27986,0,1.0,29.334936000000003,Colorado Crew Cab,Semi-Auto,Hybrid
1992,12170,17702.74,145,1.2,17.9410768,G-Series G10,Other,Other
2003,6599,32532.8081,20,1.5,12.796834400000002,Silverado 2500 Extended Cab,Manual,Diesel
1997,13070,3218.68,145,1.5,24.020636,1500 Regular Cab,Manual,Other
1996,8495,91957.6876,145,1.6,29.334936000000003,Blazer,Other,Hybrid
1994,8995,58076.25258,0,2.0,26.6990432,Lumina,Automatic,Petrol
1992,2795,4053.92746,150,1.0,29.334936000000003,Sportvan G10,Semi-Auto,Other
1994,10500,31048.996619999998,145,1.3,29.334936000000003,S10 Extended Cab,Automatic,Diesel
1997,6440,16962.4436,20,2.5,36.3923264,G-Series 2500,Other,Petrol
2011,25995,30223.4052,150,2.5,26.1038416,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2015,18698,32661.5553,135,1.5,24.020636,Cruze,Automatic,Hybrid
2018,7395,22527.54132,0,1.8,21.0871424,Suburban,Other,Petrol
2012,6500,27415.1069,145,1.3,26.6990432,Colorado Crew Cab,Semi-Auto,Hybrid
2016,7799,3484.2211,145,1.0,22.6601752,City Express,Automatic,Hybrid
2005,9188,53803.45488,125,1.0,29.334936000000003,Silverado 1500 HD Crew Cab,Semi-Auto,Other
2020,50995,20728.2992,145,1.0,24.530808800000003,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
2015,8961,95308.33348,135,1.0,24.4882944,Equinox,Manual,Diesel
2018,23495,57746.33788,0,1.5,32.4384872,Tahoe,Other,Hybrid
1998,5295,39124.66474,145,1.5,29.292421600000004,Suburban 1500,Semi-Auto,Hybrid
2014,9498,214214.41938,150,1.0,20.3643976,SS,Manual,Petrol
2013,5995,38942.80932,135,1.0,24.530808800000003,Silverado 1500 Crew Cab,Other,Hybrid
2015,15998,84255.38636,145,2.0,40.0060504,Malibu,Other,Other
1993,16495,42184.02008,0,1.0,29.292421600000004,Corsica,Semi-Auto,Hybrid
2012,9990,39250.19326,20,1.0,19.6841672,Avalanche,Other,Hybrid
2000,22498,167371.36,145,1.8,24.658352,3500 Regular Cab,Semi-Auto,Other
2014,8500,17702.74,125,1.8,31.588199200000002,Silverado 2500 HD Regular Cab,Automatic,Other
2013,9495,160290.264,125,1.5,30.780425600000004,Tahoe,Other,Hybrid
2006,7900,10649.00278,150,1.5,29.334936000000003,Silverado 2500 HD Crew Cab,Manual,Diesel
2015,13480,107141.81049999999,145,1.5,32.4384872,Sonic,Manual,Hybrid
2016,8695,76401.80716,135,1.0,20.3643976,Cruze Limited,Semi-Auto,Diesel
2011,12000,18097.028299999998,135,1.5,23.382920000000002,Express 1500 Passenger,Manual,Diesel
2012,24990,43606.67664,145,2.0,28.6121912,Silverado 1500 Extended Cab,Manual,Petrol
1993,11895,51817.52932,145,1.8,23.552977600000002,APV Cargo,Semi-Auto,Diesel
2004,10795,14424.51442,0,1.0,25.040981600000002,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2007,7490,48935.20138,0,1.8,29.292421600000004,Silverado (Classic) 3500 Regular Cab,Automatic,Petrol
2020,5999,2019.7217,0,1.5,25.040981600000002,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
2004,10498,52271.3632,150,1.0,24.020636,Silverado 2500 Regular Cab,Automatic,Petrol
2005,8400,8851.37,145,1.0,24.530808800000003,Silverado 3500 Extended Cab,Automatic,Petrol
1999,9999,56521.63014,135,1.0,25.040981600000002,S10 Extended Cab,Automatic,Diesel
1995,12495,22113.94094,260,1.5,29.292421600000004,Cavalier,Other,Hybrid
2016,5699,13774.34106,125,1.3,29.334936000000003,Silverado 2500 HD Crew Cab,Manual,Diesel
2000,9000,46184.83932,135,1.8,27.2942448,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2018,8000,79047.56212,260,1.0,25.040981600000002,Cruze,Automatic,Hybrid
2011,9995,102634.04916,165,1.6,24.658352,Express 1500 Cargo,Semi-Auto,Other
2005,11998,51149.65322,145,1.0,23.552977600000002,Astro Passenger,Manual,Other
1997,9388,62976.69288,20,2.0,16.665644800000003,G-Series 3500,Semi-Auto,Hybrid
2008,12000,14165.410679999999,0,1.8,25.5511544,Suburban 2500,Automatic,Petrol
1994,13298,26890.46206,145,1.8,27.931960800000002,Camaro,Manual,Petrol
2002,11700,28531.98886,140,1.0,33.373804,Express 3500 Passenger,Other,Diesel
2009,14790,12070.05,145,1.0,31.588199200000002,Corvette,Semi-Auto,Hybrid
2016,6999,43181.81088,145,1.0,22.2350312,Suburban 3500HD,Semi-Auto,Diesel
2005,8490,12866.6733,0,1.3,29.334936000000003,Silverado 2500 HD Regular Cab,Automatic,Other
2001,6270,40767.80088,145,1.8,18.493764000000002,Malibu,Other,Other
2011,10995,14644.994,145,1.0,27.931960800000002,Corvette,Semi-Auto,Hybrid
2011,18595,28622.1119,145,1.5,31.588199200000002,Silverado 1500 Crew Cab,Other,Hybrid
2002,7804,8851.37,145,1.3,24.658352,Silverado 2500 Regular Cab,Automatic,Petrol
2009,9990,19859.2556,145,1.2,17.643476,Express 3500 Passenger,Other,Diesel
2004,10990,5005.0474,135,1.5,33.373804,Express 1500 Passenger,Manual,Diesel
1994,10995,31728.1381,0,2.5,29.334936000000003,Lumina Cargo,Semi-Auto,Petrol
1999,8995,93760.1484,140,1.8,36.562384,Astro Cargo,Semi-Auto,Hybrid
2005,10485,30397.21392,125,1.0,31.588199200000002,Monte Carlo,Semi-Auto,Hybrid
2000,14995,40716.302,0,1.5,32.4384872,Express 2500 Cargo,Automatic,Petrol
2014,15000,13196.588,30,1.5,22.6601752,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
2002,10995,12343.6378,150,1.8,27.8894464,Silverado 2500 HD Extended Cab,Other,Diesel
2002,12000,26122.80688,150,1.0,16.4530728,Monte Carlo,Semi-Auto,Hybrid
2001,9998,33364.83688,150,1.8,33.161232,Silverado 2500 Extended Cab,Manual,Diesel
1996,10698,37513.7154,145,2.8,29.292421600000004,Lumina Cargo,Semi-Auto,Petrol
1993,49991,32830.536,145,1.8,28.059504,Corvette,Semi-Auto,Hybrid
2016,11199,47292.065239999996,0,1.0,29.334936000000003,Volt,Automatic,Hybrid
2016,22362,29627.9494,145,1.3,28.484648,Silverado 2500 HD Regular Cab,Automatic,Other
1992,10606,39535.04644,145,1.5,24.658352,G-Series G30,Automatic,Hybrid
2016,8950,429.69378,0,1.3,33.373804,City Express,Automatic,Hybrid
2015,18995,9979.51734,145,1.0,23.382920000000002,Express 2500 Cargo,Automatic,Petrol
2012,11390,44161.89894,145,1.3,31.588199200000002,Express 3500 Cargo,Manual,Other
2019,7641,31248.55478,145,2.2,36.562384,Suburban,Other,Petrol
1992,7995,11828.649,135,1.8,29.292421600000004,Blazer,Other,Hybrid
2010,10498,19902.70778,20,1.0,33.373804,Equinox,Manual,Diesel
2004,9495,50398.09144,0,2.5,24.020636,Aveo,Other,Diesel
1998,9999,43809.45348,135,1.0,29.334936000000003,2500 HD Extended Cab,Manual,Petrol
2002,9690,14109.08378,0,1.5,29.334936000000003,Express 1500 Passenger,Manual,Diesel
2015,8000,102941.4331,145,1.5,24.4882944,Camaro,Manual,Petrol
2007,22991,85362.61228,0,1.8,36.562384,Avalanche,Other,Hybrid
2018,950,31227.63336,145,1.8,20.3643976,Impala,Manual,Diesel
1997,5273,15879.35778,145,1.5,29.334936000000003,Corvette,Semi-Auto,Hybrid
2011,6750,24120.78792,0,1.0,24.530808800000003,Equinox,Manual,Diesel
2013,6995,8046.7,145,2.2,29.334936000000003,Suburban 1500,Semi-Auto,Hybrid
1993,12950,3212.24264,20,1.3,25.040981600000002,1500 Extended Cab,Manual,Other
2002,10000,19312.079999999998,260,1.8,32.4384872,Express 3500 Cargo,Manual,Other
2015,4495,47282.4092,135,1.5,24.020636,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
1995,8498,48042.01768,0,1.0,31.588199200000002,Astro Passenger,Manual,Other
2020,14795,13278.66434,150,2.0,29.334936000000003,Impala,Manual,Diesel
2007,26490,23493.14532,260,1.8,31.588199200000002,Silverado (Classic) 1500 HD Crew Cab,Manual,Diesel
1998,9950,29927.28664,145,1.5,24.658352,Astro Passenger,Manual,Other
1996,19995,50097.14486,0,1.8,29.334936000000003,G-Series G30,Automatic,Hybrid
2007,9940,41807.43452,0,1.0,31.588199200000002,Silverado (Classic) 2500 HD Extended Cab,Semi-Auto,Other
2012,6995,80.467,145,1.0,28.6121912,Impala,Manual,Diesel
2008,12495,32492.5746,0,1.2,20.3643976,Corvette,Semi-Auto,Hybrid
1994,8750,10681.18958,0,1.2,17.643476,S10 Blazer,Semi-Auto,Other
2012,25650,48923.936,135,1.5,28.6121912,Traverse,Other,Petrol
1999,20000,60686.60206,0,1.0,24.4882944,Lumina,Automatic,Petrol
1997,21290,34890.4912,150,1.8,17.175817600000002,G-Series 3500,Semi-Auto,Hybrid
1998,8250,32.1868,20,1.0,15.390212800000002,Astro Passenger,Manual,Other
2019,9798,31864.932,200,1.0,33.373804,Silverado 2500 HD Crew Cab,Manual,Diesel
2004,39498,24138.49066,135,1.5,24.020636,Silverado 3500 Crew Cab,Semi-Auto,Other
2017,30480,18674.78136,145,1.0,31.588199200000002,Equinox,Manual,Diesel
2002,7449,3366.73928,145,2.5,20.0242824,Express 1500 Cargo,Semi-Auto,Other
1996,25998,4900.4403,150,1.2,24.020636,Express 2500 Passenger,Automatic,Other
2003,11475,35743.4414,125,1.8,26.6990432,Suburban 1500,Semi-Auto,Hybrid
2016,14100,39448.14208,150,1.5,36.3923264,Spark,Manual,Petrol
2003,8495,4119.9104,145,1.5,33.373804,Silverado 2500 HD Regular Cab,Automatic,Other
2002,9950,8046.7,145,1.0,32.4384872,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2000,12990,21899.89872,135,1.5,28.484648,Silverado 2500 Regular Cab,Automatic,Petrol
1995,6318,41036.56066,200,1.0,22.2350312,Blazer,Other,Hybrid
2007,23699,2254.68534,150,1.5,33.373804,Tahoe,Other,Hybrid
2003,10311,6860.61642,0,1.0,29.334936000000003,Cavalier,Other,Hybrid
2004,10498,25265.02866,145,1.0,24.020636,Impala,Manual,Diesel
1993,49991,51440.94376,135,1.8,33.373804,Sportvan G30,Automatic,Petrol
1994,14500,76646.42684,0,1.0,31.588199200000002,Lumina,Automatic,Petrol
2008,9695,11073.86854,325,1.3,24.530808800000003,Suburban 1500,Semi-Auto,Hybrid
2010,11395,26113.15084,135,1.0,40.0060504,Express 1500 Cargo,Semi-Auto,Other
2015,16795,17866.89268,205,1.0,32.4384872,City Express,Automatic,Hybrid
2005,10995,32186.8,145,1.8,20.3643976,Tahoe,Other,Hybrid
2003,12499,44950.47554,135,1.5,15.390212800000002,Cavalier,Other,Hybrid
2011,8295,68549.8373,145,1.3,24.020636,Tahoe,Other,Hybrid
2011,10495,10637.7374,145,1.5,28.059504,Equinox,Manual,Diesel
2015,6250,117481.81999999999,145,1.5,29.334936000000003,Captiva Sport,Manual,Other
2016,7549,33678.65818,30,1.0,29.334936000000003,Express 2500 Cargo,Automatic,Petrol
1999,21395,37014.82,0,1.8,31.588199200000002,Prizm,Automatic,Hybrid
2016,14010,49265.11608,135,1.8,25.5511544,Silverado 1500 Crew Cab,Other,Hybrid
2000,13999,45431.6682,135,1.5,23.552977600000002,Lumina,Automatic,Petrol
2008,11791,3777.12098,30,1.0,25.040981600000002,Colorado Crew Cab,Semi-Auto,Hybrid
1998,13590,22250.73484,145,1.8,40.0060504,3500 Crew Cab,Semi-Auto,Petrol
1996,10150,10943.512,30,1.0,30.780425600000004,Monte Carlo,Semi-Auto,Hybrid
1995,7750,22530.76,260,1.5,29.334936000000003,2500 Extended Cab,Other,Diesel
2019,14010,22376.26336,150,1.5,25.040981600000002,Express 3500 Passenger,Other,Diesel
2006,28495,8478.00312,0,1.5,36.3923264,Silverado 1500 HD Crew Cab,Semi-Auto,Other
2000,26250,25293.99678,0,1.0,25.040981600000002,2500 HD Extended Cab,Manual,Petrol
